"name","description","is_fixed","rule","country","created_at"
"Gedenktag des Heiligen Ignatius von Loyola","Todestag des Gründers des Jesuitenordens (Societas Jesu), Schutzpatron der Exerzitien und Soldaten.","true","{""day"": 31, ""month"": 7}","INT","2026-01-15 08:59:59.499958+01"
"Schweizer Nationalfeiertag","Bundesfeiertag der Schweiz zur Erinnerung an den Bundesbrief von 1291 und die Gründung der Eidgenossenschaft.","true","{""day"": 1, ""month"": 8}","CH","2026-01-15 10:42:55.103491+01"
"Welt-Lungenkrebstag","World Lung Cancer Day – Ein Aktionstag zur Aufklärung über Prävention, Früherkennung und die Behandlung von Lungenkrebs.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Welttag der Freude","Ein inoffizieller Tag, der dazu aufruft, positive Emotionen zu teilen und das allgemeine Wohlbefinden zu steigern.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"World Wide Web Tag","Ein Gedenktag zur Feier der Erfindung des WWW durch Tim Berners-Lee und dessen Einfluss auf die moderne Welt.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Benin)","Nationalfeiertag zur Erinnerung an die Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 1, ""month"": 8}","BJ","2026-01-15 10:42:55.103491+01"
"Tag der Himbeertorte","National Raspberry Cream Pie Day – Ein kulinarischer Gedenktag zu Ehren der sommerlichen Beeren-Spezialität.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Beginn der Weltstillwoche","Eine globale Kampagne der WABA und WHO zur Förderung des Stillens.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Alfons von Liguori","Kirchenlehrer, Jurist und Gründer des Redemptoristenordens, Schutzpatron der Beichtväter.","true","{""day"": 1, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Europäischer Holocaust-Gedenktag für Sinti und Roma","Erinnert an die 4.300 Sinti und Roma, die 1944 im Vernichtungslager Auschwitz-Birkenau ermordet wurden.","true","{""day"": 2, ""month"": 8}","EU","2026-01-15 10:42:55.103491+01"
"Internationaler Tag des Bieres","Inoffizieller Aktionstag für Braukultur, Biergenuss und die Menschen hinter dem Bier.","true","{""day"": 2, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Eiscreme-Sandwiches","National Ice Cream Sandwich Day – Ein kulinarischer Gedenktag für die beliebte sommerliche Süßspeise.","true","{""day"": 2, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Malvinas-Tag","Alternativtermin, der in manchen Kalendern für Malvinas-Tag geführt wird.","true","{""day"": 2, ""month"": 8}","AR","2026-01-15 10:42:55.103491+01"
"Tag der Ausmalbilder","National Coloring Book Day – Ein Tag zur Entspannung durch das Ausmalen von Bildern für Kinder und Erwachsene.","true","{""day"": 2, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Eusebius von Vercelli","Erster Bischof von Vercelli und ein bedeutender Verteidiger des Glaubens gegen den Arianismus.","true","{""day"": 2, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Portiuncula-Fest","Ein wichtiger Gedenktag im Franziskanerorden (Portiuncula-Ablass) zur Weihe der Kapelle Portiuncula.","true","{""day"": 2, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Wassermelone","National Watermelon Day – Ein kulinarischer Gedenktag zur Feier der wasserreichsten Sommerfrucht.","true","{""day"": 3, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Niger)","Nationalfeiertag zur Erinnerung an die Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 3, ""month"": 8}","NE","2026-01-15 10:42:55.103491+01"
"Tag der Meerenge von Gibraltar","Erinnert an die historische und strategische Bedeutung der Meerenge zwischen Europa und Afrika.","true","{""day"": 3, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Grabens (Grab-ein-Loch-Tag)","Grab a Hole Day – Ein kurioser Gedenktag, der dazu einlädt, sich buchstäblich mit der Erde zu verbinden.","true","{""day"": 3, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des weißen Weines","National White Wine Day – Ein Genusstag zur Würdigung der Vielfalt weißer Rebsorten.","true","{""day"": 3, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Befreiungstag (Äquatorialguinea)","Gedenktag an den Staatsstreich von 1979, der als Tag der Befreiung gefeiert wird.","true","{""day"": 3, ""month"": 8}","GQ","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Nikodemus","Pharisäer und Ratsherr, der im Neuen Testament als heimlicher Jünger Jesu erscheint.","true","{""day"": 3, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Champagners","Ein kulinarischer Gedenktag zu Ehren des berühmten Schaumweins aus der französischen Champagne.","true","{""day"": 4, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Küstenwache","Coast Guard Day – Würdigung der Arbeit der Küstenwachen weltweit, am Gründungstag der US Coast Guard (1790).","true","{""day"": 4, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Schokoladenkekse","National Chocolate Chip Cookie Day – Ein Genusstag für den wohl bekanntesten Keks der Welt.","true","{""day"": 4, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Tag der Assistenzhunde","International Assistance Dog Day – Ein Ehrentag für Blinden-, Service- und Signalhunde, die Menschen im Alltag unterstützen.","true","{""day"": 4, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Schwestern","National Sisters Day – Ein Tag zur Feier der besonderen Bindung zwischen Schwestern.","true","{""day"": 4, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Nationalfeiertag (Cookinseln)","Constitution Day – Gedenktag zur Erlangung der Selbstverwaltung im Jahr 1965.","true","{""day"": 4, ""month"": 8}","CK","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Jean-Marie Vianney","Der „Pfarrer von Ars“, Schutzpatron aller Pfarrer weltweit.","true","{""day"": 4, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Welttag der Ampel","Erinnert an die Installation der ersten elektrischen Verkehrsampel der Welt am 5. August 1914 in Cleveland, USA.","true","{""day"": 5, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Auster","National Oyster Day – Ein kulinarischer Gedenktag zur Feier der Muschel als Delikatesse und ihrer ökologischen Bedeutung.","true","{""day"": 5, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Burkina Faso)","Nationalfeiertag zur Erinnerung an die Erlangung der Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 5, ""month"": 8}","BF","2026-01-15 10:42:55.103491+01"
"Tag der Unterwäsche","National Underwear Day – Ein humorvoller Aktionstag, der das Selbstbewusstsein und die Körperakzeptanz fördern soll.","true","{""day"": 5, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Tag des Bieres","Alternativtermin, der in manchen Kalendern für Tag des Bieres geführt wird.","true","{""day"": 5, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Sieges und der heimatlichen Dankbarkeit (Kroatien)","Staatsfeiertag zur Erinnerung an die Operation Sturm (Oluja) im Jahr 1995.","true","{""day"": 5, ""month"": 8}","HR","2026-01-15 10:42:55.103491+01"
"Maria Schnee (Gedenktag)","Ein katholischer Gedenktag zur Weihe der Basilika Santa Maria Maggiore in Rom, verbunden mit der Legende eines sommerlichen Schneefalls.","true","{""day"": 5, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Hiroshima-Gedenktag","Gedenktag an den Abwurf der ersten Atombombe 1945; ein weltweites Symbol für den Einsatz für Frieden und atomare Abrüstung.","true","{""day"": 6, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Jamaika)","Nationalfeiertag zur Erinnerung an die Erlangung der Unabhängigkeit vom Vereinigten Königreich im Jahr 1962.","true","{""day"": 6, ""month"": 8}","JM","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Bolivien)","Gedenktag an die Unabhängigkeitserklärung von Spanien im Jahr 1825.","true","{""day"": 6, ""month"": 8}","BO","2026-01-15 10:42:55.103491+01"
"Tag des frischen Atems","National Fresh Breath Day – Ein Aktionstag zur Förderung der Mundhygiene und des Bewusstseins für Zahngesundheit.","true","{""day"": 6, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Root Beer Float","National Root Beer Float Day – Ein kulinarischer Gedenktag für das beliebte US-Getränk aus Root Beer und Vanilleeis.","true","{""day"": 6, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Wackel-mit-den-Zehen-Tag","Wiggle Your Toes Day – Ein spielerischer Tag, der dazu einlädt, die Füße zu entspannen und die Freiheit barfuß zu genießen.","true","{""day"": 6, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Verklärung des Herrn","Ein bedeutendes christliches Fest, das an die Offenbarung der göttlichen Herrlichkeit Jesu auf dem Berg Tabor erinnert.","true","{""day"": 6, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Leuchttürme","National Lighthouse Day – Ein Gedenktag zur Würdigung der historischen Bedeutung von Leuchttürmen für die Schifffahrt.","true","{""day"": 7, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Internationaler Tag des Bieres","Inoffizieller Aktionstag für Braukultur, Biergenuss und die Menschen hinter dem Bier.","false","{""month"": 8, ""occurrence"": [1], ""day_of_week"": ""Friday""}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Elfenbeinküste)","Nationalfeiertag zur Erinnerung an die Erlangung der Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 7, ""month"": 8}","CI","2026-01-15 10:42:55.103491+01"
"Tag der kolumbianischen Flagge (Schlacht von Boyacá)","Gedenktag an den entscheidenden Sieg Simon Bolivars 1819, der zur Unabhängigkeit Kolumbiens führte.","true","{""day"": 7, ""month"": 8}","CO","2026-01-15 10:42:55.103491+01"
"Besonders-nett-zu-jemandem-sein-Tag","Particularly Preposterous Packaging Day / Especially Kind Day – Ein Tag, der zu kleinen freundlichen Gesten im Alltag aufruft.","true","{""day"": 7, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Himbeeren","National Raspberries n’ Cream Day – Ein kulinarischer Gedenktag zur Feier der sommerlichen Beerenfrüchte.","true","{""day"": 7, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Cajetan von Thiene","Mitbegründer des Theatinerordens und Schutzpatron der Arbeitssuchenden und Gebärenden.","true","{""day"": 7, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Internationaler Katzentag","Ein Aktionstag zur Feier der Bindung zwischen Mensch und Katze sowie zur Sensibilisierung für artgerechte Haltung und Tierschutz.","true","{""day"": 8, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Friedensfest (Augsburg)","Ein weltweit einzigartiger gesetzlicher Feiertag (nur im Stadtgebiet Augsburg), der an das Ende der Unterdrückung der Protestanten erinnert.","true","{""day"": 8, ""month"": 8}","DE","2026-01-15 10:42:55.103491+01"
"Tag der Zucchini","National Zucchini Day – Ein kulinarischer Gedenktag, der oft dazu einlädt, die reiche Ernte im Garten mit Nachbarn zu teilen.","true","{""day"": 8, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Internationaler Tag des weiblichen Orgasmus","Ein Tag zur Förderung der sexuellen Aufklärung, Gesundheit und Selbstbestimmung von Frauen.","true","{""day"": 8, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Bhutan)","Nationalfeiertag zur Erinnerung an den indisch-bhutanischen Vertrag von 1949, der die Souveränität des Landes festigte.","true","{""day"": 8, ""month"": 8}","BT","2026-01-15 10:42:55.103491+01"
"Tag des Glücks (Schottland)","Happiness Happens Day – Ein Tag, der dazu ermutigt, Glücksmomente ohne Vorbehalte zu genießen und zu teilen.","true","{""day"": 8, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Dominikus","Gründer des Predigerordens (Dominikaner) und Schutzpatron der Astronomen und Wissenschaftler.","true","{""day"": 8, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Internationaler Tag der indigenen Völker der Welt","Ein von der UN ausgerufener Tag, um die Rechte der indigenen Bevölkerung zu schützen und deren kulturelle Leistungen zu würdigen.","true","{""day"": 9, ""month"": 7}","INT","2026-01-15 10:42:55.103491+01"
"Welttag des Löwen","World Lion Day – Ein Aktionstag zur Sensibilisierung für den Schutz des ""Königs der Tiere"" und den Erhalt seines Lebensraums.","true","{""day"": 9, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Nationalfeiertag Singapur","National Day – Erinnert an die Unabhängigkeit Singapurs von Malaysia im Jahr 1965.","true","{""day"": 9, ""month"": 8}","SG","2026-01-15 10:42:55.103491+01"
"Tag der Buchliebhaber","National Book Lovers Day – Ein Tag, der dazu einlädt, das Smartphone wegzulegen und sich in ein gutes Buch zu vertiefen.","true","{""day"": 9, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Nationaler Frauentag (Südafrika)","National Women’s Day – Erinnert an den friedlichen Marsch von 20.000 Frauen gegen die Passgesetze im Jahr 1956.","true","{""day"": 9, ""month"": 8}","ZA","2026-01-15 10:42:55.103491+01"
"Tag des Milchreises","National Rice Pudding Day – Ein kulinarischer Gedenktag für die weltweit beliebte Süßspeise.","true","{""day"": 9, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag der Heiligen Teresia Benedicta vom Kreuz","Edith Stein – Philosophin, Frauenrechtlerin und Märtyrerin; sie ist eine der Patroninnen Europas.","true","{""day"": 9, ""month"": 8}","EU","2026-01-15 10:42:55.103491+01"
"Tag der Faulpelze","Lazy Day – Ein humorvoller Aktionstag, der dazu aufruft, alle Pflichten ruhen zu lassen und sich der Entspannung zu widmen.","true","{""day"": 10, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Welttag des Löwen","World Lion Day – Ein globaler Tag zur Sensibilisierung für den Schutz des Königs der Tiere und dessen schwindenden Lebensraum.","true","{""day"": 10, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Nikola-Tesla-Tag","Alternativtermin, der in manchen Kalendern für Nikola-Tesla-Tag geführt wird.","true","{""day"": 10, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Ecuador)","Día del Primer Grito de Independencia – Erinnert an den ersten Aufruf zur Unabhängigkeit von Spanien im Jahr 1809.","true","{""day"": 10, ""month"": 7}","EC","2026-01-15 10:42:55.103491+01"
"Tag des S’mores","National S’mores Day – Ein kulinarischer Gedenktag für die US-Lagerfeuer-Spezialität aus Keks, Schokolade und Marshmallows.","true","{""day"": 10, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Tag der Biostoffe","National Fuel Day – Erinnert an den ersten Testlauf eines Dieselmotors mit Erdnussöl durch Rudolf Diesel im Jahr 1893.","true","{""day"": 10, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Laurentius von Rom","Laurentiustag – Märtyrer und Schutzpatron der Köche und Bibliothekare; bekannt für die „Laurentiustränen“ (Perseiden-Meteorstrom).","true","{""day"": 10, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Söhne-und-Töchter-Tag","National Sons and Daughters Day – Ein Tag, um Zeit mit den eigenen Kindern zu verbringen und die Eltern-Kind-Beziehung zu würdigen.","true","{""day"": 11, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Verfassungstag der Weimarer Republik","Erinnert an die Unterzeichnung der Weimarer Verfassung durch Reichspräsident Friedrich Ebert im Jahr 1919.","true","{""day"": 11, ""month"": 8}","DE","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Tschad)","Nationalfeiertag zur Erinnerung an die Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 11, ""month"": 8}","TD","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Tag der Himbeertorte","Alternativtermin, der in manchen Kalendern für Tag der Himbeertorte geführt wird.","true","{""day"": 11, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Play-in-the-Sand-Day","Spiele-im-Sand-Tag – Ein sommerlicher Aktionstag, der dazu einlädt, kreativ am Strand oder im Sandkasten zu sein.","true","{""day"": 11, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Berges (Japan)","Yama no Hi – Ein 2014 eingeführter staatlicher Feiertag, um die Berge zu ehren und ihre Bedeutung für Japan zu würdigen.","true","{""day"": 11, ""month"": 8}","JP","2026-01-15 10:42:55.103491+01"
"Gedenktag der Heiligen Klara von Assisi","Gründerin des Ordens der Klarissen und Schutzpatronin des Fernsehens sowie der Wäscherinnen.","true","{""day"": 11, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Internationaler Tag der Jugend","Ein von der UN ausgerufener Tag, um auf die Belange junger Menschen und deren Rolle in der globalen Gesellschaft aufmerksam zu machen.","true","{""day"": 12, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Welt-Elefanten-Tag","World Elephant Day – Ein Aktionstag zur Sensibilisierung für die Bedrohung der afrikanischen und asiatischen Elefanten durch Wilderei und Lebensraumverlust.","true","{""day"": 12, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Vinylplatte","Vinyl Record Day – Ein Gedenktag zur Feier der Schallplatte als Kulturobjekt und für den Erhalt der Musikgeschichte.","true","{""day"": 12, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der mittleren Kindheit","Middle Child’s Day – Ein inoffizieller Ehrentag für das ""Sandwich-Kind"", um dessen oft übersehene Rolle in der Familie zu würdigen.","true","{""day"": 12, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Julienne-Suppe","National Julienne Fries Day / Soup Day – Ein kulinarischer Gedenktag für die Kunst des feinen Schneidens von Gemüse.","true","{""day"": 12, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Glorious Twelfth (Beginn der Moorhuhnjagd)","Ein traditioneller Tag im Vereinigten Königreich, der den Beginn der Jagdsaison für das Schottische Moorhuhn markiert.","true","{""day"": 12, ""month"": 8}","UK","2026-01-15 10:42:55.103491+01"
"Tag der thailändischen Königin (Muttertag)","Der Geburtstag von Königin Sirikit wird in Thailand landesweit als Muttertag gefeiert.","true","{""day"": 12, ""month"": 8}","TH","2026-01-15 10:42:55.103491+01"
"Internationaler Linkshändertag","Ein Aktionstag zur Sensibilisierung für die Bedürfnisse und Herausforderungen von Linkshändern in einer rechtshändig orientierten Welt.","true","{""day"": 13, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag zum Bau der Berliner Mauer","Erinnert an den 13. August 1961, als der Bau der Mauer begann, die Deutschland für 28 Jahre teilte.","true","{""day"": 13, ""month"": 8}","DE","2026-01-15 10:42:55.103491+01"
"Tag der Bratwurst","National Bratwurst Day – Ein in den USA populärer kulinarischer Gedenktag zu Ehren der deutschen Wurstspezialität.","true","{""day"": 13, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Tag der Orgel","World Organ Day – Ein Tag zur Würdigung der Orgel als ""Königin der Instrumente"" und ihrer Bedeutung für die Musikkultur.","true","{""day"": 13, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Prosecco","National Prosecco Day – Ein sommerlicher Gedenktag zur Feier des italienischen Schaumweins.","true","{""day"": 13, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Zentralafrikanische Republik)","Nationalfeiertag zur Erinnerung an die Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 13, ""month"": 8}","CF","2026-01-15 10:42:55.103491+01"
"Gedenktag der Heiligen Radegunde","Thüringische Prinzessin und fränkische Königin, die als Wohltäterin und Klostergründerin verehrt wird.","true","{""day"": 13, ""month"": 8}","DE/FR","2026-01-15 10:42:55.103491+01"
"Welttag der Echsen","World Lizard Day – Ein Aktionstag zur Sensibilisierung für den Schutz von Echsen und deren Bedeutung für das ökologische Gleichgewicht.","true","{""day"": 14, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Pakistan)","Yom-e-Istiqlal – Nationalfeiertag zur Erinnerung an die Erlangung der staatlichen Souveränität von Britisch-Indien im Jahr 1947.","true","{""day"": 14, ""month"": 8}","PK","2026-01-15 10:42:55.103491+01"
"Tag des Cremsorbet (Creamsicle)","National Creamsicle Day – Ein kulinarischer Gedenktag zu Ehren des klassischen US-Eises am Stiel (Vanilleeis mit Fruchtüberzug).","true","{""day"": 14, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"V-J Day (Victory over Japan Day)","Erinnert an die Radioansprache des japanischen Kaisers Hirohito 1945, die das Ende der Kampfhandlungen im Zweiten Weltkrieg einläutete.","true","{""day"": 14, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Navajo Code Talkers Day","Ein Ehrentag in den USA zur Würdigung der Navajo-Indianer, die im Zweiten Weltkrieg mit ihrer Sprache eine unknackbare Verschlüsselung schufen.","true","{""day"": 14, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Maximilian Kolbe","Franziskaner-Minorit und Märtyrer, der im KZ Auschwitz sein Leben für einen Mithäftling gab.","true","{""day"": 14, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Tag des Witzes","Alternativtermin, der in manchen Kalendern für Tag des Witzes geführt wird.","true","{""day"": 14, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Vesuv-Tag","Gedenktag an den Vesuvausbruch von 79 n. Chr., der Pompeji und Herculaneum verschüttete.","true","{""day"": 24, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Mariä Himmelfahrt","Hochfest der Aufnahme Mariens in den Himmel; gesetzlicher Feiertag in Bayern (Gemeinden mit überwiegend katholischem Bevölkerungsanteil) und im Saarland.","true","{""day"": 15, ""month"": 8}","DE/AT/CH","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Indien)","Nationalfeiertag zur Erinnerung an das Ende der britischen Kolonialherrschaft im Jahr 1947.","true","{""day"": 15, ""month"": 8}","IN","2026-01-15 10:42:55.103491+01"
"Tag der Befreiung (Südkorea)","Gwangbokjeol – Feiert den Sieg über Japan im Jahr 1945 und das Ende der 35-jährigen Besatzungszeit.","true","{""day"": 15, ""month"": 8}","KR","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Republik Kongo)","Gedenktag an die Erlangung der Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 15, ""month"": 8}","CG","2026-01-15 10:42:55.103491+01"
"Nationalfeiertag (Liechtenstein)","Staatsfeiertag des Fürstentums, der seit 1940 am Geburtstag von Fürst Franz Josef II. gefeiert wird.","true","{""day"": 15, ""month"": 8}","LI","2026-01-15 10:42:55.103491+01"
"Tag des Zitronen-Baiser-Kuchens","National Lemon Meringue Pie Day – Ein kulinarischer Gedenktag für die erfrischende sommerliche Torte.","true","{""day"": 15, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Check-die-Microchips-Tag","Check the Chip Day – Ein Aktionstag für Tierbesitzer, um sicherzustellen, dass die Registrierungsdaten ihrer gechipten Haustiere aktuell sind.","true","{""day"": 15, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Achterbahn","National Roller Coaster Day – Erinnert an die Patentierung der ersten Achterbahn durch LaMarcus Adna Thompson im Jahr 1898.","true","{""day"": 16, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Erzähl-einen-Witz-Tag","Tell a Joke Day – Ein Tag, der dazu einlädt, Humor zu verbreiten und durch Witze für gute Laune zu sorgen.","true","{""day"": 16, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Elvis-Presley-Gedenktag","Todestag des „King of Rock ’n’ Roll“ (1977); jährlich pilgern tausende Fans nach Graceland, um sein Erbe zu feiern.","true","{""day"": 16, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Tag der Bratwurst","Alternativtermin, der in manchen Kalendern für Tag der Bratwurst geführt wird.","true","{""day"": 16, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Zypern)","Nationalfeiertag zur Erinnerung an die Erlangung der Unabhängigkeit vom Vereinigten Königreich im Jahr 1960.","true","{""day"": 16, ""month"": 8}","CY","2026-01-15 10:42:55.103491+01"
"Tag der Rum-Liebhaber","National Rum Day – Ein kulinarischer Gedenktag zu Ehren der Spirituose aus Zuckerrohr.","true","{""day"": 16, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Stephan von Ungarn","Nationalheiliger und erster König von Ungarn, der das Land zum Christentum führte.","true","{""day"": 16, ""month"": 8}","HU/INT","2026-01-15 10:42:55.103491+01"
"Tag der schwarzen Katze","Black Cat Appreciation Day – Ein Aktionstag, um Vorurteile gegenüber schwarzen Katzen abzubauen und deren Adoptionsrate in Tierheimen zu erhöhen.","true","{""day"": 17, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Indonesien)","Hari Proklamasi – Nationalfeiertag zur Erinnerung an die Unabhängigkeitserklärung von den Niederlanden im Jahr 1945.","true","{""day"": 17, ""month"": 8}","ID","2026-01-15 10:42:55.103491+01"
"Tag der Unabhängigkeit (Gabun)","Nationalfeiertag zur Erinnerung an die Erlangung der Unabhängigkeit von Frankreich im Jahr 1960.","true","{""day"": 17, ""month"": 8}","GA","2026-01-15 10:42:55.103491+01"
"Tag der Non-Profit-Organisationen","National Nonprofit Day – Ein Tag zur Anerkennung der Arbeit von NGOs und gemeinnützigen Organisationen weltweit.","true","{""day"": 17, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Sparschweins","National Thrift Shop Day – Ein Tag zur Förderung von Nachhaltigkeit und Second-Hand-Kultur.","true","{""day"": 17, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag des Vanillepuddings","National Vanilla Custard Day – Ein kulinarischer Gedenktag zu Ehren der klassischen Süßspeise.","true","{""day"": 17, ""month"": 8}","US","2026-01-15 10:42:55.103491+01"
"Gedenktag des Heiligen Hyazinth von Polen","Der „Apostel des Nordens“ und Dominikanermönch, der im 13. Jahrhundert in Osteuropa wirkte.","true","{""day"": 17, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Alternativtermin für Nelson-Mandela-Tag","Alternativtermin, der in manchen Kalendern für Nelson-Mandela-Tag geführt wird.","true","{""day"": 18, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Welttag des Helms","World Helmet Day – Ein Aktionstag zur Förderung der Sicherheit im Straßen- und Freizeitsport.","true","{""day"": 18, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der schlechten Poesie","Bad Poetry Day – Ein humorvoller Tag, an dem man ohne Scham schlechte Verse verfassen und teilen darf.","true","{""day"": 18, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
"Tag der Fajita","National Fajita Day – Ein kulinarischer Gedenktag zu Ehren der mexikanischen Spezialität vom Grill.","true","{""day"": 18, ""month"": 8}","INT","2026-01-15 10:42:55.103491+01"
